id,zipcode,floors,housetype,garage,lotarea,livingarea,Nbathroom,yearbuilt,yrremodeled,yearsale,monthsale,price
1763,27115,2,Detached,419,3906,3132,1,1975,,2003,2,810500
1764,27134,1,Bungalow,,912,774,1,1969,,2001,10,98500
1765,27121,2,Detached,292,2345,2282,3,1964,1978,1999,12,492000
1766,27131,2,Town,,1888,2023,2,1967,,1998,10,326500
1767,27134,2,Town,,1386,2242,3,1982,,1999,6,406000
1768,27137,2,Town,,1311,1436,2,1962,,2002,5,221500
1769,27119,2,Detached,,1152,1296,2,1980,,2002,5,269000
1770,27127,2,Farm,,1401,2166,2,1971,,1998,9,213000
1771,27119,3,Detached,283,1941,3763,3,1981,,1998,9,659000
1772,27137,2,Farm,,1380,1844,2,1983,,1998,11,379500
1773,27133,2,Farm,,1406,2321,2,1961,,2002,7,226000
1774,27134,2,Detached,,1120,1305,1,1960,1981,1996,1,197500
1775,27119,3,Cottage,199,1594,3195,3,1969,,2003,6,473500
1776,27121,2,Town,244,3058,3180,3,1966,,1997,1,561000
1777,27121,2,Detached,,1676,1760,2,1989,,1999,3,526500
1778,27134,2,Cottage,,1226,1846,2,1976,,1999,12,237000
1779,27127,1,Bungalow,,807,646,1,1980,,2001,3,96500
1780,27133,1,Bungalow,,1447,880,1,1961,1973,1998,6,184500
1781,27131,2,Detached,250,2237,2603,2,1986,,2000,1,613000
1782,27137,2,Detached,,990,1324,2,1983,,2001,5,256500
1783,27121,1,Bungalow,425,4013,1589,1,1972,,2001,11,534500
1784,27127,2,Cottage,,883,1404,2,1962,1981,1995,5,147500
1785,27115,3,Detached,326,3745,4954,3,1976,,2004,4,1234500
1786,27137,3,Detached,,1724,3108,3,1961,1978,2001,5,500500
1787,27119,2,Detached,,2119,2667,3,1977,,2004,7,524500
1788,27119,3,Ranch,210,2559,3924,3,1974,,2000,2,657000
1789,27134,1,Bungalow,,1641,1054,1,1968,,2004,9,149500
1790,27137,1,Bungalow,260,2433,1287,1,1985,,2002,8,356000
1791,27121,2,Detached,,880,1114,1,1978,,1997,12,251500
1792,27133,2,Farm,,1354,1938,2,1968,,2003,10,226500
1793,27137,2,Farm,,1646,2310,2,1982,,1996,11,439500
1794,27127,2,Farm,,1050,1593,2,1973,,2001,2,166000
1795,27134,2,Detached,,1759,2144,2,1987,,1997,11,463500
1796,27133,2,Cottage,,1176,1706,2,1979,,2003,12,237500
1797,27134,2,Farm,,658,1074,2,1978,,2002,8,140500
1798,27121,1,Bungalow,,1184,511,1,1985,,1997,9,196500
1799,27115,2,Ranch,237,2106,1742,2,1982,,1997,12,518000
1800,27134,2,Cottage,,948,1388,2,1960,,2002,3,133500
1801,27119,1,Bungalow,,1334,894,1,1983,,2004,10,251000
1802,27115,2,Cottage,500,3246,3413,2,1968,,1996,6,746500
1803,27127,1,Bungalow,,891,732,1,1977,,1999,12,98000
1804,27137,1,Bungalow,309,2628,1313,1,1973,,1996,5,301500
1805,27137,2,Farm,213,1682,2299,2,1983,,2000,7,474500
1806,27127,2,Cottage,,659,1061,1,1970,,2000,2,108000
1807,27137,1,Bungalow,,1092,834,1,1971,,1999,3,153500
1808,27121,3,Town,382,3743,4588,3,1983,,1998,2,1133500
1809,27137,2,Town,318,3099,2926,1,1980,,1995,1,578500
1810,27131,2,Farm,,1141,1452,2,1988,,1996,7,346000
1811,27131,3,Cottage,,729,1685,3,1973,,2001,5,286500
1812,27134,2,Cottage,,1409,1959,2,1960,1981,2000,6,228500
1813,27121,1,Bungalow,258,2305,1143,1,1967,,2004,2,310500
1814,27119,3,Town,249,2468,4271,3,1982,,1995,7,753000
1815,27119,3,Detached,,1456,3067,3,1986,,2002,7,604500
1816,27119,2,Town,267,2302,2611,2,1964,1986,1996,12,508500
1817,27119,3,Detached,288,2292,4430,3,1962,,1998,6,581000
1818,27134,2,Town,,835,1179,2,1975,,2002,2,145000
1819,27137,3,Detached,301,2514,4343,3,1983,,1995,8,879500
1820,27134,2,Ranch,,1209,1809,2,1973,,2001,3,206000
1821,27137,3,Detached,,975,2328,3,1969,,1996,2,355000
1822,27119,2,Town,214,2300,2216,1,1962,1986,1996,9,428500
1823,27133,2,Town,,1537,2053,2,1989,,2003,5,326000
1824,27133,1,Bungalow,,889,743,1,1984,,2001,7,130500
1825,27121,3,Ranch,195,1585,2036,3,1968,,1995,5,388500
1826,27133,2,Farm,,1879,2123,2,1965,1983,1996,7,391500
1827,27119,2,Farm,309,3132,2981,2,1989,,1995,2,720500
1828,27131,2,Detached,,1626,1876,2,1988,,2003,11,419000
1829,27137,1,Bungalow,,933,722,1,1966,,2003,11,148000
1830,27134,2,Ranch,,1387,1985,1,1970,,2002,7,220000
1831,27131,2,Detached,214,2039,2116,2,1981,,1999,6,448500
1832,27115,2,Detached,239,3395,3168,1,1970,,1998,11,700000
1833,27133,2,Farm,,891,1496,2,1979,,2001,10,188000
1834,27137,2,Detached,223,2099,2250,2,1977,,1998,1,414000
1835,27137,2,Detached,,1044,1179,1,1974,1988,2000,1,239500
1836,27131,2,Farm,,976,1030,1,1980,,2004,8,226000
1837,27134,2,Detached,,1238,1955,1,1960,1977,2002,6,223500
1838,27121,1,Bungalow,,1721,860,1,1968,,1997,4,223500
1839,27131,3,Detached,,926,1931,3,1988,,2000,10,407500
1840,27115,2,Cottage,259,2216,1804,1,1989,,1999,3,626500
1841,27119,2,Town,229,2308,2782,2,1971,1989,1997,11,562500
1842,27134,2,Town,,1025,1495,2,1980,,2004,6,206000
1843,27131,1,Bungalow,,1054,601,1,1982,,1999,5,170500
1844,27115,1,Bungalow,254,2255,881,1,1965,,1998,6,291000
1845,27134,2,Cottage,,702,1004,3,1986,,1997,2,182000
1846,27137,2,Farm,257,2806,2948,1,1982,,1997,8,605500
1847,27134,2,Cottage,,1859,2605,3,1985,,1996,5,477500
1848,27134,1,Bungalow,,664,546,1,1978,,1999,12,87000
1849,27119,3,Town,191,1878,2549,3,1984,,1995,9,558000
1850,27133,2,Cottage,,1454,1612,3,1964,1989,1998,3,323500
1851,27127,2,Detached,,1450,2212,2,1973,,1995,1,229500
1852,27119,2,Detached,,1035,1271,1,1980,,1997,1,244500
1853,27121,3,Detached,279,3609,4373,3,1960,,2003,5,821500
1854,27134,2,Detached,,798,1059,2,1965,1977,1996,7,166000
1855,27131,1,Bungalow,231,1878,1005,1,1974,,1996,7,253000
1856,27127,2,Farm,,1026,1732,2,1976,,2002,4,185000
1857,27115,2,Detached,,712,1088,2,1973,,1996,9,252500
1858,27133,2,Cottage,,1357,1786,2,1984,,2000,6,250500
1859,27127,2,Cottage,,777,1241,2,1970,,1996,9,124500
1860,27121,2,Detached,259,2127,2755,2,1982,,2000,4,622500
1861,27131,1,Bungalow,,1970,1371,1,1972,,2000,1,286000
1862,27134,2,Detached,,1254,1985,1,1972,,2002,11,224500
1863,27134,1,Bungalow,226,2146,1241,1,1962,,1997,7,226500
1864,27134,2,Farm,,1253,2045,1,1964,,1998,9,274000
1865,27121,2,Cottage,,1870,2318,2,1969,,1997,7,477000
1866,27119,1,Bungalow,317,2908,1393,1,1989,,2002,8,451000
1867,27127,1,Bungalow,,839,606,1,1973,,1996,2,77000
1868,27137,2,Town,323,2976,2744,2,1989,,1996,11,711500
1869,27133,2,Ranch,,1131,1890,1,1966,1981,2004,10,237500
1870,27119,3,Detached,,1897,2815,3,1987,,2004,12,635500
1871,27137,1,Bungalow,,1053,661,1,1972,,1995,6,143500
1872,27134,2,Ranch,,977,1632,2,1962,,2000,9,163500
1873,27121,2,Town,215,2680,2556,1,1985,,2004,9,763000
1874,27127,1,Bungalow,,1042,851,1,1968,,1996,12,98500
1875,27133,2,Farm,,925,1513,2,1984,,2000,3,212500
1876,27133,1,Bungalow,,906,686,1,1986,,1995,9,180500
1877,27133,2,Detached,,1419,1948,2,1967,1987,2003,2,251500
1878,27127,2,Cottage,,916,1313,2,1960,,1999,6,123000
1879,27134,3,Ranch,,950,1698,3,1989,,1998,12,310000
1880,27134,1,Bungalow,,1155,801,1,1972,,2001,9,121000
1881,27134,2,Farm,,680,1005,2,1982,,1999,11,136500
1882,27137,3,Detached,,1085,2342,3,1985,,1998,7,470500
1883,27134,2,Detached,,1712,1996,3,1983,,1997,12,369500
1884,27137,2,Farm,273,2303,2797,2,1986,,1995,12,656000
1885,27127,1,Bungalow,,880,636,1,1966,1982,1998,8,82000
1886,27121,3,Cottage,,966,1786,3,1967,1989,1995,9,347500
1887,27119,1,Bungalow,,1090,561,1,1965,1977,2002,11,135500
1888,27137,3,Town,,1561,3111,3,1975,,1997,11,500500
1889,27134,2,Farm,,1058,1782,1,1979,,2003,5,226500
1890,27127,2,Farm,,807,1114,2,1980,,1997,8,135500
1891,27131,1,Bungalow,191,1750,862,1,1970,,1999,5,213000
1892,27137,1,Bungalow,,1768,1161,1,1983,,2003,10,291000
1893,27115,2,Detached,,1665,1347,1,1977,,2002,10,398000
1894,27133,2,Cottage,,1740,2391,1,1973,,2000,12,297500
1895,27137,2,Detached,,1365,1810,2,1967,1981,1999,6,301000
1896,27131,1,Bungalow,,1207,909,1,1983,,2003,9,233500
1897,27133,2,Town,,993,1699,2,1973,,2001,11,196500
1898,27134,2,Cottage,212,1929,2119,2,1965,,1998,6,292500
1899,27121,3,Detached,442,3746,4914,3,1981,,1999,11,1167000
1900,27134,1,Bungalow,,1193,880,1,1963,1984,2001,5,131500
1901,27119,1,Bungalow,202,2162,1335,1,1987,,1996,3,359000
1902,27131,2,Detached,284,2873,2571,1,1960,,2002,7,460000
1903,27127,2,Farm,,1659,2280,2,1986,,2000,1,312500
1904,27133,2,Detached,,1100,1457,1,1982,,1995,5,315500
1905,27121,2,Detached,,792,1133,3,1988,,2004,8,323500
1906,27137,2,Detached,219,1961,2305,2,1962,1989,1996,6,441000
1907,27133,2,Detached,,752,1094,2,1980,,2003,2,149500
1908,27119,1,Bungalow,,1857,1172,1,1961,1986,2003,4,256500
1909,27137,3,Town,,900,1923,3,1986,,2002,5,405000
1910,27131,2,Farm,,1069,1051,2,1975,,1998,8,194500
1911,27115,2,Detached,,2336,2448,3,1978,,2004,11,690000
1912,27127,2,Cottage,,1144,1836,2,1984,,2004,9,248000
1913,27131,2,Town,,1206,1798,1,1960,1988,1999,3,308000
1914,27134,2,Detached,215,2129,2679,1,1983,,1995,7,465500
1915,27133,1,Bungalow,,1229,634,1,1987,,1998,2,215000
1916,27119,1,Bungalow,,1401,1000,1,1977,,1999,1,230500
1917,27134,2,Cottage,,690,1115,2,1980,,1999,12,144500
1918,27131,1,Bungalow,,1611,1064,1,1989,,1995,3,303500
1919,27131,1,Bungalow,208,2243,1327,1,1961,1983,2001,8,308000
1920,27137,2,Cottage,,971,1512,2,1968,1982,1999,3,249500
1921,27133,1,Bungalow,237,2688,1334,1,1965,,1999,6,296000
1922,27133,3,Detached,,1413,2841,3,1975,,1996,12,479500
1923,27119,2,Cottage,301,2513,2602,2,1984,,1998,5,604500
1924,27131,2,Detached,218,2766,2553,3,1987,,1998,6,618500
1925,27127,2,Farm,,699,1017,2,1966,,1995,11,102000
1926,27131,3,Detached,,1807,3708,3,1966,1982,2002,12,669500
1927,27133,2,Cottage,,981,1564,2,1983,,2001,7,205500
1928,27115,2,Detached,,1430,1678,2,1985,,2002,3,484000
1929,27133,1,Bungalow,,870,575,1,1977,,2002,5,95000
1930,27134,2,Ranch,,1689,2211,2,1977,,2003,2,284000
1931,27137,2,Cottage,,1205,1722,2,1962,1975,2001,2,298500
1932,27127,2,Farm,,1260,1996,2,1980,,1995,8,223500
1933,27137,2,Town,250,2497,2888,2,1963,,1996,8,474500
1934,27115,2,Detached,358,3776,3259,1,1986,,1998,4,995000
1935,27137,2,Ranch,,2431,2704,2,1972,,2003,10,485000
1936,27131,2,Farm,237,2091,2084,3,1962,,2004,12,338500
1937,27119,2,Ranch,,1502,2334,2,1989,,2002,8,497000
1938,27131,3,Detached,202,1874,2707,3,1964,,2003,8,401000
1939,27127,1,Bungalow,,1286,977,1,1978,,1995,3,135500
1940,27137,2,Detached,196,2954,2966,2,1962,,1997,11,461500
1941,27121,2,Cottage,262,2900,3109,2,1989,,1995,8,927000
1942,27119,2,Cottage,,1083,1285,2,1982,,2001,11,255500
1943,27137,1,Bungalow,,1093,798,1,1979,,1996,5,193000
1944,27137,2,Cottage,214,2815,2583,2,1971,1986,1996,1,519500
1945,27119,2,Detached,259,2016,2787,1,1967,,2003,7,482500
1946,27115,2,Detached,237,1985,2304,1,1961,1984,2004,9,572000
1947,27133,1,Bungalow,,1241,960,1,1975,,2004,4,148000
1948,27133,1,Bungalow,,1369,961,1,1966,,2004,6,133000
1949,27134,2,Ranch,,1502,2312,1,1965,,1997,1,312500
1950,27127,2,Farm,,640,1037,2,1969,,1999,6,98500
1951,27121,3,Detached,,1423,2636,3,1987,,2001,1,645000
1952,27133,2,Cottage,,617,1052,1,1984,,2002,3,144000
1953,27115,3,Cottage,,1568,1972,3,1960,,1996,1,393500
1954,27121,3,Town,,882,1530,3,1976,,1996,7,299500
1955,27137,3,Town,201,1810,2530,3,1970,1984,2002,12,490000
1956,27134,2,Farm,,1487,1911,2,1969,,2002,10,212500
1957,27133,2,Detached,210,2254,2627,2,1980,,1998,4,568000
1958,27119,3,Town,,1591,2929,3,1976,,2004,5,509000
1959,27121,3,Detached,,1010,1983,3,1964,,2003,7,359000
1960,27134,2,Cottage,,1263,1944,1,1978,,2004,6,245000
1961,27115,1,Bungalow,354,3955,1653,1,1969,,1995,6,490500
1962,27119,1,Bungalow,275,2445,1313,1,1973,,1997,6,296000
1963,27131,2,Ranch,,1603,2257,1,1966,,1996,12,363500
1964,27134,1,Bungalow,,760,515,1,1964,1981,2003,5,74000
1965,27131,2,Farm,,2429,2616,2,1961,1987,2004,2,493500
1966,27131,2,Detached,,2320,2423,2,1973,,1998,6,472500
1967,27133,2,Farm,,1441,2223,2,1983,,2001,9,312000
1968,27137,1,Bungalow,238,1791,1040,1,1975,,2003,4,269500
1969,27134,1,Bungalow,,1136,934,1,1972,,2000,1,121500
1970,27133,2,Detached,310,3129,2902,3,1982,,1996,11,705500
1971,27115,3,Detached,241,2479,2959,3,1974,,2000,12,725000
1972,27121,3,Detached,456,3154,4938,3,1981,,1996,7,1088000
1973,27119,2,Town,345,2993,2961,3,1981,,1995,2,650500
1974,27137,2,Detached,267,2189,2660,2,1965,,1996,8,401500
1975,27133,3,Detached,262,2843,3815,3,1977,,1996,9,752500
1976,27115,1,Bungalow,,824,559,1,1987,,2002,3,204500
1977,27137,1,Bungalow,,1791,1039,1,1974,,1998,11,235500
1978,27115,3,Detached,212,3054,3726,3,1985,,2004,2,1120000
1979,27137,1,Bungalow,,2089,1150,1,1982,,2003,8,301000
1980,27127,2,Detached,,1401,2214,2,1984,,2004,2,302500
1981,27133,2,Cottage,,1446,2085,2,1960,1982,2002,3,247500
1982,27121,1,Bungalow,,1963,926,1,1960,,1999,1,219000
1983,27137,3,Cottage,,2769,4226,3,1989,,1998,2,929000
1984,27137,2,Detached,246,2133,2611,1,1988,,1997,8,619500
1985,27119,1,Bungalow,197,1761,882,1,1983,,1998,7,235000
1986,27134,2,Detached,,1057,1698,3,1960,,1995,1,199500
1987,27121,2,Ranch,228,2298,2971,1,1974,,2004,2,651000
1988,27127,2,Farm,,1159,1961,2,1980,,2000,12,225000
1989,27137,2,Town,334,2710,2898,1,1987,,1997,8,656000
1990,27119,3,Detached,,1499,2220,3,1984,,1995,6,419500
1991,27115,2,Detached,329,2510,2856,2,1980,,2004,9,746000
1992,27137,1,Bungalow,,1004,595,1,1973,,1999,2,129000
1993,27119,2,Farm,238,2287,2089,2,1969,,1999,12,411500
1994,27115,3,Cottage,216,1616,2977,3,1960,,1998,7,550500
1995,27134,2,Town,,949,1415,2,1968,1988,2003,7,176000
1996,27137,3,Detached,260,3123,4405,3,1977,,1999,5,803500
1997,27134,2,Town,,1598,2203,2,1978,,2001,12,298000
1998,27134,2,Town,,781,1285,2,1973,,2001,12,143000
1999,27119,1,Bungalow,,1115,604,1,1979,,2003,8,155500
2000,27115,2,Farm,338,3032,2114,2,1989,,2004,9,756000
2001,27131,3,Detached,,2097,4038,3,1962,1987,2002,12,735500
2002,27131,2,Detached,,1750,1722,3,1975,,2000,9,338000
2003,27119,2,Cottage,,1581,1658,1,1978,,1996,11,322000
2004,27119,2,Cottage,,1449,1794,3,1985,,2002,4,420000
2005,27115,2,Detached,,1142,1177,1,1963,,2000,10,253000
2006,27134,3,Detached,,1306,3211,3,1973,,1997,5,456500
2007,27127,2,Cottage,,661,1042,1,1984,,2003,1,128000
2008,27137,2,Detached,,2678,2776,2,1973,,1997,9,504000
2009,27115,3,Detached,466,3087,4917,3,1972,1985,2004,1,1146500
2010,27119,2,Detached,,991,1132,2,1963,1988,2000,11,224000
2011,27134,2,Farm,,1349,1929,1,1989,,2004,3,310500
2012,27134,2,Detached,,848,1112,2,1967,,2002,9,121000
2013,27127,2,Farm,,1616,2205,2,1960,1987,2003,1,238500
2014,27119,2,Town,,1411,1924,2,1986,,1996,5,385000
2015,27121,3,Cottage,406,3241,4333,3,1978,,1995,5,871000
2016,27134,1,Bungalow,,1397,1108,1,1960,,2001,8,134000
2017,27137,2,Farm,212,2075,2164,2,1976,,1999,11,412500
2018,27115,2,Town,250,2194,1932,2,1975,1989,2004,12,545500
2019,27115,2,Detached,352,2798,2134,2,1973,,2002,11,561500
2020,27119,2,Detached,204,1895,1760,2,1976,,2000,7,364000
2021,27119,2,Detached,,1333,2069,3,1989,,2002,6,497000
2022,27121,3,Detached,449,3310,4588,3,1986,,1995,11,1114000
2023,27134,2,Town,,1720,2101,2,1970,,1997,7,306000
2024,27121,2,Farm,202,2053,1957,3,1973,,2001,8,420500
2025,27134,2,Town,,1082,1570,2,1971,,2002,12,195500
2026,27131,2,Ranch,,1084,1505,1,1972,,2003,3,281000
2027,27131,2,Ranch,,2010,2179,3,1979,,1995,10,416500
2028,27127,2,Farm,,1178,1727,2,1976,,1999,1,186000
2029,27127,2,Cottage,,904,1247,2,1964,,1999,3,122000
2030,27134,2,Ranch,,1467,1776,2,1989,,1995,8,381000
2031,27131,1,Bungalow,,1710,982,1,1969,,2002,9,221000
2032,27131,2,Detached,,1671,2440,2,1970,,1997,6,384000
2033,27133,3,Detached,,1768,2523,3,1965,1986,1997,7,493000
2034,27134,2,Cottage,,896,1326,2,1984,,1999,12,196000
2035,27119,2,Cottage,254,2518,2731,2,1971,,1996,6,490500
2036,27133,2,Detached,252,2311,2674,2,1980,,1997,8,606500
2037,27121,2,Detached,380,4026,3171,2,1969,,1996,3,727000
2038,27134,2,Town,,1607,2400,2,1978,,2000,12,293500
2039,27119,2,Detached,209,2305,2926,2,1981,,1998,4,574000
2040,27119,2,Detached,,1968,2119,2,1983,,1996,2,429000
2041,27131,2,Farm,,2336,2356,2,1977,,2003,7,516000
2042,27137,2,Cottage,245,2327,2135,2,1987,,2004,7,518500
2043,27133,2,Detached,,1627,2370,1,1970,,2001,4,283000
2044,27134,2,Farm,,1363,1881,2,1974,,2004,9,237000
2045,27121,2,Ranch,,1418,1492,3,1974,,1998,12,335000
2046,27115,2,Ranch,216,1654,1301,1,1977,,2004,1,376500
2047,27115,3,Detached,212,2384,2748,3,1986,,1999,11,734500
2048,27133,2,Ranch,,834,1325,2,1968,,2004,9,148500
2049,27131,2,Detached,247,2409,2806,3,1961,1985,1996,6,483500
2050,27133,3,Detached,,1637,2452,3,1965,,1996,9,399500
2051,27131,2,Farm,222,1661,1888,1,1968,,1995,10,305500
2052,27133,2,Cottage,230,2128,2737,2,1980,,1997,12,577500
2053,27115,1,Bungalow,322,3664,1467,1,1984,,2001,6,577500
2054,27131,1,Bungalow,,1148,755,1,1960,,1995,8,124500
2055,27119,2,Town,235,2188,2542,3,1977,,2004,1,529500
2056,27119,2,Town,221,2453,2533,2,1979,,1995,4,511000
2057,27137,3,Cottage,,837,1551,3,1969,,1996,3,218000
2058,27137,3,Detached,258,2343,3360,3,1972,,2000,12,620000
2059,27119,2,Farm,235,2036,2037,2,1961,,1995,9,297500
2060,27119,1,Bungalow,,1472,966,1,1977,,2001,4,219000
2061,27115,1,Bungalow,406,3307,1263,1,1962,,1995,6,359000
2062,27133,2,Ranch,,922,1477,1,1965,,2004,2,152000
2063,27127,1,Bungalow,,1419,975,1,1964,,1995,9,110000
2064,27127,2,Farm,,1408,2107,2,1977,,2001,3,253500
2065,27137,2,Town,240,2391,2858,3,1974,,2001,12,569500
2066,27137,3,Detached,,1843,3971,3,1961,,1998,6,507500
2067,27131,2,Town,,1336,1670,1,1979,,1998,8,346000
2068,27133,3,Town,269,2511,3509,3,1981,,1995,10,738500
2069,27131,2,Farm,245,2583,2349,2,1981,,1996,6,484000
2070,27131,2,Detached,209,1732,2052,2,1962,,1996,1,329000
2071,27137,2,Farm,196,2723,2790,2,1979,,2003,1,598500
2072,27121,2,Cottage,334,3457,2752,2,1981,,1998,2,699500
2073,27121,1,Bungalow,385,3616,1588,1,1978,,1995,3,486000
2074,27134,2,Cottage,202,1734,2072,2,1972,1987,1996,12,385000
2075,27115,2,Detached,248,2298,1841,2,1969,1988,2001,5,506500
2076,27119,2,Ranch,321,2780,2908,2,1965,,1997,5,477500
2077,27119,2,Cottage,234,2061,2472,2,1978,,2000,10,488000
2078,27115,2,Cottage,,705,1047,3,1963,1979,2001,7,206500
2079,27133,2,Farm,,1379,2005,1,1983,,2003,6,286500
2080,27137,1,Bungalow,,1479,740,1,1978,,2004,11,204000
2081,27119,1,Bungalow,,964,571,1,1973,,1998,4,131000
2082,27119,1,Bungalow,248,2080,1279,1,1968,,2001,7,290000
2083,27119,1,Bungalow,,1119,582,1,1972,,1998,7,143500
2084,27134,2,Detached,,1302,1954,2,1965,,2001,1,198500
2085,27127,2,Detached,,796,1374,2,1978,,2000,9,163500
2086,27119,3,Cottage,,1806,2757,3,1989,,1995,2,594500
2087,27127,2,Farm,,986,1414,1,1961,,2000,2,124000
2088,27137,1,Bungalow,,1928,980,1,1971,,1999,9,219500
2089,27131,2,Detached,,842,1006,2,1961,,1998,1,157500
2090,27119,2,Cottage,237,2124,2487,3,1976,,2002,6,503000
2091,27131,1,Bungalow,,924,675,1,1974,,1996,1,145000
2092,27137,2,Town,276,2338,2338,2,1979,,1997,9,450000
2093,27133,2,Farm,,980,1634,2,1967,1988,2001,2,198000
2094,27134,2,Town,,2059,2763,3,1971,1984,1997,5,441000
2095,27131,1,Bungalow,,1447,777,1,1962,,2004,11,169000
2096,27133,2,Detached,,1272,2071,2,1963,,2001,6,208500
2097,27115,2,Detached,257,3816,2923,3,1977,,1998,2,803000
2098,27119,3,Cottage,,1063,1778,3,1982,,1997,3,358500
2099,27137,2,Farm,236,1683,2255,2,1987,,1998,11,470000
2100,27133,2,Town,,1519,1947,3,1980,,1995,12,428500
2101,27127,2,Detached,,759,1063,2,1979,,2002,5,131000
2102,27137,2,Ranch,,932,1422,2,1964,,1996,10,212000
2103,27119,1,Bungalow,302,2923,1329,1,1974,,1997,6,354500
2104,27119,2,Ranch,,761,1107,3,1976,,2003,12,222000
2105,27133,1,Bungalow,,1109,778,1,1975,,2002,3,120500
2106,27137,2,Detached,,696,1024,2,1988,,1996,5,223000
2107,27121,2,Cottage,201,1551,1848,2,1963,1975,2004,2,407500
2108,27131,2,Detached,196,1853,2531,2,1974,,2000,12,464500
2109,27119,2,Town,,974,1204,2,1966,,1999,3,184500
2110,27133,1,Bungalow,,782,606,1,1979,,2001,12,98500
2111,27121,2,Detached,194,1543,1389,3,1966,,2002,9,274000
2112,27121,2,Town,210,3452,2944,2,1967,,1997,8,664500
2113,27134,2,Detached,,1059,1179,3,1983,,1998,4,228000
2114,27119,2,Cottage,252,1966,2325,3,1973,,2001,9,456000
2115,27133,2,Ranch,340,3211,2814,1,1982,,1998,8,706500
2116,27127,2,Cottage,,1336,1872,2,1975,,1998,10,202000
2117,27127,2,Detached,,1438,2093,2,1963,1979,1995,8,207000
2118,27133,1,Bungalow,,1419,1008,1,1963,,2003,10,132000
2119,27119,2,Town,,1075,1495,1,1989,,2001,12,321000
2120,27134,2,Farm,,1518,2059,2,1969,,2004,12,234000
2121,27133,2,Detached,,1272,1868,2,1966,,2004,2,202000
2122,27137,2,Cottage,292,2167,2863,2,1964,,2004,5,495500
2123,27115,3,Detached,264,2326,3767,3,1966,,1999,5,708000
2124,27127,2,Cottage,,627,1078,2,1975,,2003,8,127500
2125,27119,2,Detached,235,2141,2034,2,1961,1980,2002,9,382000
2126,27137,1,Bungalow,,1559,956,1,1988,,1999,9,263500
2127,27115,2,Detached,496,3276,3022,3,1970,,1995,6,724000
2128,27137,3,Detached,251,1830,3665,3,1960,1979,1995,2,574000
2129,27131,3,Detached,196,1417,2790,3,1963,,2002,6,428000
2130,27127,2,Detached,,1085,1663,2,1964,,2001,12,158000
2131,27115,2,Detached,276,3516,2876,2,1971,1986,2000,2,764500
2132,27119,2,Detached,,1199,1235,2,1988,,2000,6,311500
2133,27134,2,Farm,,912,1442,2,1975,,2002,9,174500
2134,27119,2,Farm,,1027,1210,2,1967,1987,2001,10,242000
2135,27119,2,Detached,,984,1554,3,1988,,1996,10,361000
2136,27121,3,Town,,1622,2542,3,1985,,2003,10,574500
2137,27121,2,Town,253,2600,2831,3,1989,,1995,10,848500
2138,27133,2,Detached,,1454,2259,2,1976,,2001,7,287500
2139,27115,2,Detached,433,2919,2575,2,1972,,2001,7,598000
2140,27115,2,Farm,309,2085,2609,1,1968,,1999,12,540000
2141,27137,2,Cottage,194,2135,1976,2,1964,1985,1998,1,391000
2142,27115,3,Detached,,1607,2326,3,1978,,2000,10,588500
2143,27115,2,Farm,500,3728,3312,2,1961,1976,2003,6,840500
2144,27131,1,Bungalow,,1788,990,1,1984,,1995,3,274000
2145,27137,2,Cottage,222,1598,2078,3,1967,,1999,11,361000
2146,27134,2,Detached,,1361,1849,2,1984,,2002,4,264000
2147,27133,2,Farm,,1057,1301,1,1973,,1998,9,257500
2148,27133,1,Bungalow,,1099,789,1,1967,1985,2001,2,121500
2149,27121,2,Detached,,1487,1669,2,1964,1985,2001,3,346000
2150,27131,2,Town,,929,1397,2,1978,,1995,5,241500
2151,27134,2,Cottage,,1726,2448,2,1984,,1998,5,472500
2152,27121,2,Detached,193,1366,1309,2,1961,,1998,4,227000
2153,27133,2,Cottage,,1452,1634,2,1988,,1999,3,390000
2154,27134,1,Bungalow,,1455,1187,1,1987,,2001,1,208500
2155,27133,3,Detached,,773,1806,3,1962,,1999,5,237500
2156,27131,3,Detached,263,3118,4227,3,1983,,2002,9,837500
2157,27127,2,Cottage,,800,1328,2,1973,,1999,7,143500
2158,27131,2,Detached,,1326,1829,2,1969,1983,1996,1,348000
2159,27134,1,Bungalow,,1022,664,1,1985,,2001,10,116500
2160,27119,3,Detached,,1227,2967,3,1972,,1998,2,418000
2161,27137,2,Detached,267,2091,2325,2,1975,1987,2002,5,514500
2162,27133,2,Town,,1048,1412,3,1976,,1997,1,286500
2163,27115,2,Farm,234,1947,1777,1,1981,,2001,11,488500
2164,27137,2,Detached,223,2311,2325,2,1966,,1996,1,404000
2165,27127,2,Farm,,720,1207,2,1987,,1999,7,159500
2166,27121,2,Town,286,3956,3298,2,1972,,1997,11,749500
